sku,price,errors
51608-SBE,3.720,"Product Type is invalid or not supported"
51608-SBK,3.720,"Product Type is invalid or not supported"
51610-BK,2.690,"Product Type is invalid or not supported"
51610-OE,2.690,"Product Type is invalid or not supported"
51610-SBK,2.690,"Product Type is invalid or not supported"
51612,7.990,"Product Type is invalid or not supported"
51613,8.790,"Product Type is invalid or not supported"
51614,9.990,"Product Type is invalid or not supported"
51615-BK,0.760,"Product Type is invalid or not supported"
51615-RD,0.760,"Product Type is invalid or not supported"
51615-WE,0.760,"Product Type is invalid or not supported"
51618-BE,0.530,"Product Type is invalid or not supported"
51618-BK,0.530,"Product Type is invalid or not supported"
51618-RD,0.530,"Product Type is invalid or not supported"
51618-WE,0.530,"Product Type is invalid or not supported"
51619,16.790,"Product Type is invalid or not supported"
51620,10.490,"Product Type is invalid or not supported"
51621,12.590,"Product Type is invalid or not supported"
51623,2.720,"Product Type is invalid or not supported"
51625,14.990,"Product Type is invalid or not supported"
51626,12.990,"Product Type is invalid or not supported"
51627,6.290,"Product Type is invalid or not supported"
51629-BK,1.100,"Product Type is invalid or not supported"
51629-SR,1.100,"Product Type is invalid or not supported"
51629-WE,1.100,"Product Type is invalid or not supported"
51630,11.860,"Product Type is invalid or not supported"
51631,4.990,"Product Type is invalid or not supported"
51632,2.960,"Product Type is invalid or not supported"
51633,2.090,"Product Type is invalid or not supported"
51634,5.760,"Product Type is invalid or not supported"
51635,19.520,"Product Type is invalid or not supported"
51636,32.650,"Product Type is invalid or not supported"
51637,23.090,"Product Type is invalid or not supported"
51638-S,20.780,"Product Type is invalid or not supported"
51639,37.260,"Product Type is invalid or not supported"
51640,49.860,"Product Type is invalid or not supported"
51641,1.880,"Product Type is invalid or not supported"
51642,5.220,"Product Type is invalid or not supported"
51643,5.230,"Product Type is invalid or not supported"
51644,2.480,"Product Type is invalid or not supported"
51645,11.700,"Product Type is invalid or not supported"
51647,12.430,"Product Type is invalid or not supported"
51648,4.090,"Product Type is invalid or not supported"
51649,32.390,"Product Type is invalid or not supported"
51650-BK,0.630,"Product Type is invalid or not supported"
51650-SR,0.630,"Product Type is invalid or not supported"
51651,8.920,"Product Type is invalid or not supported"
51652,9.330,"Product Type is invalid or not supported"
51653,13.330,"Product Type is invalid or not supported"
51654,3.500,"Product Type is invalid or not supported"
51655,3.500,"Product Type is invalid or not supported"
51656,1.850,"Product Type is invalid or not supported"
51657,5.460,"Product Type is invalid or not supported"
51658,6.290,"Product Type is invalid or not supported"
51659,24.980,"Product Type is invalid or not supported"
51660,3.720,"Product Type is invalid or not supported"
51661,4.990,"Product Type is invalid or not supported"
51663,6.790,"Product Type is invalid or not supported"
51665-WE,1.520,"Product Type is invalid or not supported"
51666-BK,14.990,"Product Type is invalid or not supported"
51666-WE,14.990,"Product Type is invalid or not supported"
51667,29.900,"Product Type is invalid or not supported"
51668,8.350,"Product Type is invalid or not supported"
51669,3.990,"Product Type is invalid or not supported"
51671,17.420,"Product Type is invalid or not supported"
51672,12.430,"Product Type is invalid or not supported"
51673,4.600,"Product Type is invalid or not supported"
51674,11.490,"Product Type is invalid or not supported"
51676,3.120,"Product Type is invalid or not supported"
51677-BE,0.920,"Product Type is invalid or not supported"
51677-BK,0.920,"Product Type is invalid or not supported"
51677-RD,0.920,"Product Type is invalid or not supported"
51677-SR,0.920,"Product Type is invalid or not supported"
51679,18.680,"Product Type is invalid or not supported"
51681-BK,26.680,"Product Type is invalid or not supported"
51681-S,26.680,"Product Type is invalid or not supported"
51683,12.080,"Product Type is invalid or not supported"
51684,7.330,"Product Type is invalid or not supported"
51685,47.990,"Product Type is invalid or not supported"
51688-WEBE,0.280,"Product Type is invalid or not supported"
51688-WEBK,0.280,"Product Type is invalid or not supported"
51688-WELGN,0.280,"Product Type is invalid or not supported"
51688-WEMG,0.280,"Product Type is invalid or not supported"
51688-WEOE,0.180,"Product Type is invalid or not supported"
51688-WERD,0.280,"Product Type is invalid or not supported"
51688-WEWE,0.280,"Product Type is invalid or not supported"
51688-WEYW,0.280,"Product Type is invalid or not supported"
51689-BK,4.190,"Product Type is invalid or not supported"
51689-S,4.190,"Product Type is invalid or not supported"
51689-WE,4.190,"Product Type is invalid or not supported"
51690-BK,1.250,"Product Type is invalid or not supported"
51690-WE,1.250,"Product Type is invalid or not supported"
51693-BK,1.150,"Product Type is invalid or not supported"
51693-WE,1.150,"Product Type is invalid or not supported"
51694-BK,1.150,"Product Type is invalid or not supported"
51694-BKR,2.090,"Product Type is invalid or not supported"
51694-WE,1.150,"Product Type is invalid or not supported"
51694-WER,2.090,"Product Type is invalid or not supported"
51695-BK,5.980,"Product Type is invalid or not supported"
51695-WE,5.980,"Product Type is invalid or not supported"
51707-BE,0.390,"Product Type is invalid or not supported"
51707-BK,0.390,"Product Type is invalid or not supported"
51707-DGY,0.390,"Product Type is invalid or not supported"
51707-RD,0.390,"Product Type is invalid or not supported"
51708-BE,0.390,"Product Type is invalid or not supported"
51708-BK,0.390,"Product Type is invalid or not supported"
51708-DGY,0.390,"Product Type is invalid or not supported"
51708-RD,0.390,"Product Type is invalid or not supported"
51708-SR,0.390,"Product Type is invalid or not supported"
51709-BE,0.280,"Product Type is invalid or not supported"
51709-BK,0.280,"Product Type is invalid or not supported"
51709-DGY,0.280,"Product Type is invalid or not supported"
51709-RD,0.280,"Product Type is invalid or not supported"
51709-SR,0.280,"Product Type is invalid or not supported"
51713-BK,1.230,"Product Type is invalid or not supported"
51713-SR,1.230,"Product Type is invalid or not supported"
51714,14.990,"Product Type is invalid or not supported"
51715,11.990,"Product Type is invalid or not supported"
51716,7.990,"Product Type is invalid or not supported"
51717,1.150,"Product Type is invalid or not supported"
51718,5.760,"Product Type is invalid or not supported"
51719,5.990,"Product Type is invalid or not supported"
51720,7.330,"Product Type is invalid or not supported"
51721-BK,1.290,"Product Type is invalid or not supported"
51721-BKR,2.090,"Product Type is invalid or not supported"
51721-WE,1.360,"Product Type is invalid or not supported"
51721-WER,2.090,"Product Type is invalid or not supported"
51722,9.990,"Product Type is invalid or not supported"
51723,2.390,"Product Type is invalid or not supported"
51724,4.990,"Product Type is invalid or not supported"
51725,6.200,"Product Type is invalid or not supported"
51726,8.080,"Product Type is invalid or not supported"
51727,7.330,"Product Type is invalid or not supported"
51728,11.530,"Product Type is invalid or not supported"
51729,4.390,"Product Type is invalid or not supported"
51730,9.960,"Product Type is invalid or not supported"
51731,6.200,"Product Type is invalid or not supported"
51732,0.790,"Product Type is invalid or not supported"
51733,0.790,"Product Type is invalid or not supported"
51734,2.930,"Product Type is invalid or not supported"
51735-BK,0.290,"Product Type is invalid or not supported"
51735-RD,0.290,"Product Type is invalid or not supported"
51735-SR,0.290,"Product Type is invalid or not supported"
51736,12.430,"Product Type is invalid or not supported"
51737,6.200,"Product Type is invalid or not supported"
51738,3.990,"Product Type is invalid or not supported"
51739,6.920,"Product Type is invalid or not supported"
51740,6.920,"Product Type is invalid or not supported"
51741,8.390,"Product Type is invalid or not supported"
51742-BK,1.460,"Product Type is invalid or not supported"
51742-SR,1.460,"Product Type is invalid or not supported"
51742-WE,1.460,"Product Type is invalid or not supported"
51743,29.990,"Product Type is invalid or not supported"
51744,25.700,"Product Type is invalid or not supported"
51745-DGY,3.500,"Product Type is invalid or not supported"
51745-SR,3.500,"Product Type is invalid or not supported"
51746-BK,0.330,"Product Type is invalid or not supported"
51746-SR,0.330,"Product Type is invalid or not supported"
51746-WE,0.330,"Product Type is invalid or not supported"
51747,7.990,"Product Type is invalid or not supported"
51748,6.990,"Product Type is invalid or not supported"
51749,15.730,"Product Type is invalid or not supported"
51751,9.790,"Product Type is invalid or not supported"
51752,4.190,"Product Type is invalid or not supported"
51754,2.720,"Product Type is invalid or not supported"
51755,7.100,"Product Type is invalid or not supported"
51756,5.760,"Product Type is invalid or not supported"
51757,23.050,"Product Type is invalid or not supported"
51758,22.360,"Product Type is invalid or not supported"
51759,24.980,"Product Type is invalid or not supported"
51760,13.630,"Product Type is invalid or not supported"
51761,5.990,"Product Type is invalid or not supported"
51762,6.990,"Product Type is invalid or not supported"
51763,7.990,"Product Type is invalid or not supported"
51764-BK,3.130,"Product Type is invalid or not supported"
51764-OE,3.130,"Product Type is invalid or not supported"
51765-BK,4.190,"Product Type is invalid or not supported"
51765-OE,4.190,"Product Type is invalid or not supported"
51766-SR,6.290,"Product Type is invalid or not supported"
51767-L,6.880,"Product Type is invalid or not supported"
51767-S,3.460,"Product Type is invalid or not supported"
51767-XL,9.960,"Product Type is invalid or not supported"
51771,19.990,"Product Type is invalid or not supported"
51772,6.590,"Product Type is invalid or not supported"
51773,2.990,"Product Type is invalid or not supported"
51774,7.990,"Product Type is invalid or not supported"
51776,19.990,"Product Type is invalid or not supported"
51777-BK,4.990,"Product Type is invalid or not supported"
51777-BK-R,4.990,"Product Type is invalid or not supported"
51777-WE,4.990,"Product Type is invalid or not supported"
51777-WE-R,4.990,"Product Type is invalid or not supported"
51778,3.990,"Product Type is invalid or not supported"
51779-BE,13.990,"Product Type is invalid or not supported"
51779-BK,13.990,"Product Type is invalid or not supported"
51779-RD,13.990,"Product Type is invalid or not supported"
51779-WE,13.990,"Product Type is invalid or not supported"
51780-BE,13.580,"Product Type is invalid or not supported"
51780-BK,13.580,"Product Type is invalid or not supported"
51780-RD,17.990,"Product Type is invalid or not supported"
51780-WE,13.580,"Product Type is invalid or not supported"
51781,4.990,"Product Type is invalid or not supported"
51782,14.290,"Product Type is invalid or not supported"
51783,19.990,"Product Type is invalid or not supported"
51784-BE,3.990,"Product Type is invalid or not supported"
51784-BK,3.990,"Product Type is invalid or not supported"
51784-RD,3.990,"Product Type is invalid or not supported"
51784-SR,3.990,"Product Type is invalid or not supported"
51785,9.990,"Product Type is invalid or not supported"
51789-BE,3.790,"Product Type is invalid or not supported"
51789-BK,3.790,"Product Type is invalid or not supported"
51789-RD,3.790,"Product Type is invalid or not supported"
51789-WE,3.790,"Product Type is invalid or not supported"
51790-BE,0.930,"Product Type is invalid or not supported"
51790-BK,0.930,"Product Type is invalid or not supported"
51791-BK,1.550,"Product Type is invalid or not supported"
51791-DBE,1.550,"Product Type is invalid or not supported"
51791-LGN,1.550,"Product Type is invalid or not supported"
51791-RD,1.550,"Product Type is invalid or not supported"
51792-BK,1.290,"Product Type is invalid or not supported"
51792-DBE,1.290,"Product Type is invalid or not supported"
51792-LGN,1.290,"Product Type is invalid or not supported"
51792-RD,1.290,"Product Type is invalid or not supported"
51793-BE,0.300,"Product Type is invalid or not supported"
51793-WE,0.300,"Product Type is invalid or not supported"
51794-BE,0.400,"Product Type is invalid or not supported"
51794-LBN,0.400,"Product Type is invalid or not supported"
51794-RD,0.400,"Product Type is invalid or not supported"
51795-BE,0.250,"Product Type is invalid or not supported"
51795-LBN,0.250,"Product Type is invalid or not supported"
51795-RD,0.250,"Product Type is invalid or not supported"
51796-BK,0.850,"Product Type is invalid or not supported"
51796-DBE,0.850,"Product Type is invalid or not supported"
51796-LGN,0.850,"Product Type is invalid or not supported"
51796-RD,0.850,"Product Type is invalid or not supported"
51797-WE,9.990,"Product Type is invalid or not supported"
51798-WE,54.800,"Product Type is invalid or not supported"
51799,10.390,"Product Type is invalid or not supported"
51800-WE,5.990,"Product Type is invalid or not supported"
51801-BE,1.290,"Product Type is invalid or not supported"
51801-BK,1.290,"Product Type is invalid or not supported"
51801-RD,1.290,"Product Type is invalid or not supported"
51801-WE,1.290,"Product Type is invalid or not supported"
51802-BK,5.790,"Product Type is invalid or not supported"
51803-BK,4.720,"Product Type is invalid or not supported"
51804-BK,1.990,"Product Type is invalid or not supported"
51805-BK,2.990,"Product Type is invalid or not supported"
51806-BK,2.720,"Product Type is invalid or not supported"
51808-BK,4.820,"Product Type is invalid or not supported"
51809-BK,7.330,"Product Type is invalid or not supported"
51810,7.990,"Product Type is invalid or not supported"
51811,5.230,"Product Type is invalid or not supported"
51812-WE,2.090,"Product Type is invalid or not supported"
51813-WE,2.130,"Product Type is invalid or not supported"
51815-WE,1.980,"Product Type is invalid or not supported"
51816-BK,25.700,"Product Type is invalid or not supported"
51817-BK,11.990,"Product Type is invalid or not supported"
51817-WE,11.990,"Product Type is invalid or not supported"
51818-BK,31.490,"Product Type is invalid or not supported"
51819,7.330,"Product Type is invalid or not supported"
51820-BK,5.230,"Product Type is invalid or not supported"
51820-WE,5.230,"Product Type is invalid or not supported"
51821-BK,7.990,"Product Type is invalid or not supported"
51821-WE,7.990,"Product Type is invalid or not supported"
51822-BE,1.230,"Product Type is invalid or not supported"
51822-BK,1.230,"Product Type is invalid or not supported"
51822-MG,1.230,"Product Type is invalid or not supported"
51822-SR,1.230,"Product Type is invalid or not supported"
51823-BK,11.860,"Product Type is invalid or not supported"
51824,0.930,"Product Type is invalid or not supported"
51825-BK,5.620,"Product Type is invalid or not supported"
51827,8.080,"Product Type is invalid or not supported"
51830-BE,0.480,"Product Type is invalid or not supported"
51830-BK,0.480,"Product Type is invalid or not supported"
51830-RD,0.480,"Product Type is invalid or not supported"
51831-BK,11.860,"Product Type is invalid or not supported"
51832-BE,3.550,"Product Type is invalid or not supported"
51832-BK,3.550,"Product Type is invalid or not supported"
51832-LGN,3.550,"Product Type is invalid or not supported"
51832-MG,3.550,"Product Type is invalid or not supported"
51832-RD,3.550,"Product Type is invalid or not supported"
51832-SR,3.550,"Product Type is invalid or not supported"
51832-WE,3.550,"Product Type is invalid or not supported"
51833-BK,8.720,"Product Type is invalid or not supported"
51833-WE,8.720,"Product Type is invalid or not supported"
51834-BE,1.460,"Product Type is invalid or not supported"
51836,13.990,"Product Type is invalid or not supported"
51837-BKR,1.880,"Product Type is invalid or not supported"
51837-WER,1.880,"Product Type is invalid or not supported"
51839,5.230,"Product Type is invalid or not supported"
51840,7.330,"Product Type is invalid or not supported"
51842-BK,24.980,"Product Type is invalid or not supported"
51843-RD,2.980,"Product Type is invalid or not supported"
51845,1.720,"Product Type is invalid or not supported"
51845-BE,1.720,"Product Type is invalid or not supported"
51845-RD,1.720,"Product Type is invalid or not supported"
51846-BK,2.090,"Product Type is invalid or not supported"
51847-BK,6.290,"Product Type is invalid or not supported"
51848-SR,4.600,"Product Type is invalid or not supported"
51849-BK,3.250,"Product Type is invalid or not supported"
51849-WE,3.250,"Product Type is invalid or not supported"
51850,5.500,"Product Type is invalid or not supported"
51851-WE,4.890,"Product Type is invalid or not supported"
51852-BK,18.480,"Product Type is invalid or not supported"
51853,12.430,"Product Type is invalid or not supported"
51854,12.430,"Product Type is invalid or not supported"
51855,4.090,"Product Type is invalid or not supported"
51856,9.430,"Product Type is invalid or not supported"
51857-BK,2.930,"Product Type is invalid or not supported"
51857-WE,2.930,"Product Type is invalid or not supported"
51858-BK,2.300,"Product Type is invalid or not supported"
51858-WE,2.300,"Product Type is invalid or not supported"
51859-BKR,4.090,"Product Type is invalid or not supported"
51859-SR,4.090,"Product Type is invalid or not supported"
51860,12.590,"Product Type is invalid or not supported"
51861-WE,5.620,"Product Type is invalid or not supported"
51862,4.990,"Product Type is invalid or not supported"
51863,6.920,"Product Type is invalid or not supported"
51864,11.530,"Product Type is invalid or not supported"
51865,88.880,"Product Type is invalid or not supported"
51866-BK,9.650,"Product Type is invalid or not supported"
51866-SR,9.650,"Product Type is invalid or not supported"
51866-WE,9.650,"Product Type is invalid or not supported"
51867-BK,4.090,"Product Type is invalid or not supported"
51868-BE,3.790,"Product Type is invalid or not supported"
51868-BK,3.790,"Product Type is invalid or not supported"
51868-BN,3.790,"Product Type is invalid or not supported"
51870-BE,1.150,"Product Type is invalid or not supported"
51870-BK,1.150,"Product Type is invalid or not supported"
51870-RD,1.150,"Product Type is invalid or not supported"
51870-SR,1.150,"Product Type is invalid or not supported"
51871-GY,6.920,"Product Type is invalid or not supported"
51872,32.960,"Product Type is invalid or not supported"
51873,12.080,"Product Type is invalid or not supported"
51874,6.920,"Product Type is invalid or not supported"
51875-BK,11.530,"Product Type is invalid or not supported"
51876,8.180,"Product Type is invalid or not supported"
51877,9.020,"Product Type is invalid or not supported"
51878-BK,1.560,"Product Type is invalid or not supported"
51878-WE,1.560,"Product Type is invalid or not supported"
51879-BKBK,5.760,"Product Type is invalid or not supported"
51879-BKWE,5.760,"Product Type is invalid or not supported"
51880,1.460,"Product Type is invalid or not supported"
51881,9.230,"Product Type is invalid or not supported"
51882,7.760,"Product Type is invalid or not supported"
51883-BE,0.920,"Product Type is invalid or not supported"
51883-BK,0.920,"Product Type is invalid or not supported"
51883-RD,0.920,"Product Type is invalid or not supported"
51883-WE,0.920,"Product Type is invalid or not supported"
51884-BK,3.990,"Product Type is invalid or not supported"
51884-SR,3.990,"Product Type is invalid or not supported"
51888-BK,5.500,"Product Type is invalid or not supported"
51888-BK-R,5.500,"Product Type is invalid or not supported"
51888-WE,5.500,"Product Type is invalid or not supported"
51888-WE-R,5.500,"Product Type is invalid or not supported"
51889-BK,0.790,"Product Type is invalid or not supported"
51889-WE,0.790,"Product Type is invalid or not supported"
51891-BKR,2.090,"Product Type is invalid or not supported"
51891-WER,2.090,"Product Type is invalid or not supported"
51892-RD,3.460,"Product Type is invalid or not supported"
51893,1.360,"Product Type is invalid or not supported"
51894,1.520,"Product Type is invalid or not supported"
51895,25.700,"Product Type is invalid or not supported"
51896,11.180,"Product Type is invalid or not supported"
51897,6.920,"Product Type is invalid or not supported"
51898,3.990,"Product Type is invalid or not supported"
51899,4.990,"Product Type is invalid or not supported"
51900,14.990,"Product Type is invalid or not supported"
51902-WE,0.260,"Product Type is invalid or not supported"
51903-WE,1.250,"Product Type is invalid or not supported"
51904-BE,2.720,"Product Type is invalid or not supported"
51904-BK,2.720,"Product Type is invalid or not supported"
51905,2.130,"Product Type is invalid or not supported"
51906,4.990,"Product Type is invalid or not supported"
51907,11.530,"Product Type is invalid or not supported"
51908-BE,0.990,"Product Type is invalid or not supported"
51908-BK,0.990,"Product Type is invalid or not supported"
51908-RD,0.990,"Product Type is invalid or not supported"
51908-WE,0.990,"Product Type is invalid or not supported"
51910,6.990,"Product Type is invalid or not supported"
51911,17.850,"Product Type is invalid or not supported"
51912-BK,3.090,"Product Type is invalid or not supported"
51912-GY,3.090,"Product Type is invalid or not supported"
51912-SR,3.090,"Product Type is invalid or not supported"
51913,20.520,"Product Type is invalid or not supported"
51914,77.780,"Product Type is invalid or not supported"
51915,32.990,"Product Type is invalid or not supported"
51916-BE,0.750,"Product Type is invalid or not supported"
51916-BK,0.750,"Product Type is invalid or not supported"
51916-WE,0.750,"Product Type is invalid or not supported"
51917-BE,0.330,"Product Type is invalid or not supported"
51917-RD,0.330,"Product Type is invalid or not supported"
51917-WE,0.330,"Product Type is invalid or not supported"
51918-WE,0.190,"Product Type is invalid or not supported"
51919-BE,1.490,"Product Type is invalid or not supported"
51919-RD,1.490,"Product Type is invalid or not supported"
51919-WE,1.490,"Product Type is invalid or not supported"
51920-WE,0.260,"Product Type is invalid or not supported"
51921-DBE,0.290,"Product Type is invalid or not supported"
51921-GY,0.290,"Product Type is invalid or not supported"
51921-RD,0.290,"Product Type is invalid or not supported"
51922-WEBE,0.550,"Product Type is invalid or not supported"
51922-WERD,0.550,"Product Type is invalid or not supported"
51922-WEWE,0.550,"Product Type is invalid or not supported"
51923-WEBE,0.550,"Product Type is invalid or not supported"
51923-WEGY,0.550,"Product Type is invalid or not supported"
51923-WERD,0.550,"Product Type is invalid or not supported"
51924-WE,1.720,"Product Type is invalid or not supported"
51925-BE,1.990,"Product Type is invalid or not supported"
51925-BK,1.990,"Product Type is invalid or not supported"
51925-RD,1.990,"Product Type is invalid or not supported"
51926,0.800,"Product Type is invalid or not supported"
51927,0.800,"Product Type is invalid or not supported"
51928,0.800,"Product Type is invalid or not supported"
51929,8.500,"Product Type is invalid or not supported"
51930,4.990,"Product Type is invalid or not supported"
51932-WE,0.560,"Product Type is invalid or not supported"
51934,3.490,"Product Type is invalid or not supported"
51935,11.530,"Product Type is invalid or not supported"
51936-BE,1.690,"Product Type is invalid or not supported"
51936-BK,1.690,"Product Type is invalid or not supported"
51936-MG,1.690,"Product Type is invalid or not supported"
51936-OE,1.690,"Product Type is invalid or not supported"
51936-RD,1.690,"Product Type is invalid or not supported"
51936-WE,1.690,"Product Type is invalid or not supported"
51938,4.090,"Product Type is invalid or not supported"
51939-BK,6.990,"Product Type is invalid or not supported"
51940,3.780,"Product Type is invalid or not supported"
51941,3.780,"Product Type is invalid or not supported"
51942-WEBK,6.600,"Product Type is invalid or not supported"
51943-WEWE,0.920,"Product Type is invalid or not supported"
51944,131.990,"Product Type is invalid or not supported"
51945,16.850,"Product Type is invalid or not supported"
51946,5.490,"Product Type is invalid or not supported"
51947,4.500,"Product Type is invalid or not supported"
51948-BKSR,9.890,"Product Type is invalid or not supported"
51949-BK,10.500,"Product Type is invalid or not supported"
51950-DGY,11.490,"Product Type is invalid or not supported"
51951-BK,2.690,"Product Type is invalid or not supported"
51952-BK,3.490,"Product Type is invalid or not supported"
51953-BK,4.990,"Product Type is invalid or not supported"
51953-BN,4.990,"Product Type is invalid or not supported"
51954-BK,6.990,"Product Type is invalid or not supported"
51954-SR,6.990,"Product Type is invalid or not supported"
51957,3.650,"Product Type is invalid or not supported"
51958-BK,0.650,"Product Type is invalid or not supported"
51964,9.990,"Product Type is invalid or not supported"
51975-WE,4.490,"Product Type is invalid or not supported"
51976,2.590,"Product Type is invalid or not supported"
51977,6.990,"Product Type is invalid or not supported"
51978-BKBK,1.690,"Product Type is invalid or not supported"
51978-BKSR,1.690,"Product Type is invalid or not supported"
51979,2.290,"Product Type is invalid or not supported"
51980,8.990,"Product Type is invalid or not supported"
51981-WE,14.290,"Product Type is invalid or not supported"
51982,19.990,"Product Type is invalid or not supported"
51983-WE,12.850,"Product Type is invalid or not supported"
51984-BE,2.990,"Product Type is invalid or not supported"
51984-BK,2.990,"Product Type is invalid or not supported"
51984-DRD,2.990,"Product Type is invalid or not supported"
51984-GY,2.990,"Product Type is invalid or not supported"
51985-BE,1.690,"Product Type is invalid or not supported"
51985-BK,1.690,"Product Type is invalid or not supported"
51985-DRD,1.690,"Product Type is invalid or not supported"
51985-GY,1.690,"Product Type is invalid or not supported"
51986,4.700,"Product Type is invalid or not supported"
51987,2.290,"Product Type is invalid or not supported"
51988-BK,3.790,"Product Type is invalid or not supported"
51988-BN,3.790,"Product Type is invalid or not supported"
51989,6.990,"Product Type is invalid or not supported"
51990-BK,2.590,"Product Type is invalid or not supported"
51990-BN,2.590,"Product Type is invalid or not supported"
51991-BK,9.990,"Product Type is invalid or not supported"
51991-BN,9.990,"Product Type is invalid or not supported"
51992-BK,5.990,"Product Type is invalid or not supported"
51992-BN,5.990,"Product Type is invalid or not supported"
51993-BE-4GB,5.680,"Product Type is invalid or not supported"
51993-BK-4GB,5.680,"Product Type is invalid or not supported"
51993-GY-4GB,5.680,"Product Type is invalid or not supported"
51993-LGN-4GB,5.680,"Product Type is invalid or not supported"
51993-MG-4GB,5.680,"Product Type is invalid or not supported"
51993-OE-4GB,5.680,"Product Type is invalid or not supported"
51993-RD-4GB,5.680,"Product Type is invalid or not supported"
51993-WE-4GB,5.680,"Product Type is invalid or not supported"
51993-YW-4GB,5.680,"Product Type is invalid or not supported"
51994-BE,0.600,"Product Type is invalid or not supported"
51994-BK,0.600,"Product Type is invalid or not supported"
51994-RD,0.600,"Product Type is invalid or not supported"
51994-WE,0.600,"Product Type is invalid or not supported"
51995-BK,3.290,"Product Type is invalid or not supported"
51995-SR,3.290,"Product Type is invalid or not supported"
51996-BK,0.890,"Product Type is invalid or not supported"
51997,2.990,"Product Type is invalid or not supported"
51998,2.290,"Product Type is invalid or not supported"
51999-BE,9.990,"Product Type is invalid or not supported"
51999-BE-R,9.990,"Product Type is invalid or not supported"
51999-BK,9.990,"Product Type is invalid or not supported"
51999-BK-R,9.990,"Product Type is invalid or not supported"
51999-GN,9.990,"Product Type is invalid or not supported"
51999-GN-R,9.990,"Product Type is invalid or not supported"
51999-MG,9.990,"Product Type is invalid or not supported"
51999-RD,8.560,"Product Type is invalid or not supported"
51999-RD-R,8.560,"Product Type is invalid or not supported"
51999-WE,9.990,"Product Type is invalid or not supported"
51999-WE-R,9.990,"Product Type is invalid or not supported"
52000-BE,15.390,"Product Type is invalid or not supported"
52000-BK,15.390,"Product Type is invalid or not supported"
52000-MG,15.390,"Product Type is invalid or not supported"
52000-RD,15.390,"Product Type is invalid or not supported"
52000-WE,15.390,"Product Type is invalid or not supported"
52001,1.990,"Product Type is invalid or not supported"
52002,2.190,"Product Type is invalid or not supported"
52003,1.990,"Product Type is invalid or not supported"
52004,2.190,"Product Type is invalid or not supported"
52005-BE,0.890,"Product Type is invalid or not supported"
52005-BK,0.890,"Product Type is invalid or not supported"
52005-GY,0.890,"Product Type is invalid or not supported"
52005-RD,0.890,"Product Type is invalid or not supported"
52005-SR,0.890,"Product Type is invalid or not supported"
52006-BK,3.990,"Product Type is invalid or not supported"
52006-RD,3.990,"Product Type is invalid or not supported"
52006-WE,3.990,"Product Type is invalid or not supported"
52007,9.990,"Product Type is invalid or not supported"
52008,9.990,"Product Type is invalid or not supported"
52009,5.990,"Product Type is invalid or not supported"
52011,1.290,"Product Type is invalid or not supported"
52013-BK,0.390,"Product Type is invalid or not supported"
52013-WE,0.390,"Product Type is invalid or not supported"
52014-WE,2.560,"Product Type is invalid or not supported"
52016,7.990,"Product Type is invalid or not supported"
52019-BE,0.790,"Product Type is invalid or not supported"
52019-DGY,0.790,"Product Type is invalid or not supported"
52019-RD,0.790,"Product Type is invalid or not supported"
52019-SR,0.790,"Product Type is invalid or not supported"
52020,3.990,"Product Type is invalid or not supported"
